660nm,730nm,850nm,940nm
61569.000000,7043.000000,1367.000000,42439.000000
61545.000000,7071.000000,1339.000000,42431.000000
61527.000000,7027.000000,1315.000000,42451.000000
61511.000000,7043.000000,1333.000000,42416.000000
61550.000000,6789.000000,1303.000000,42428.000000
61530.000000,7059.000000,1279.000000,42423.000000
61559.000000,7033.000000,1262.000000,42429.000000
61537.000000,7023.000000,1230.000000,42444.000000
61549.000000,7011.000000,1211.000000,42405.000000
61536.000000,7020.000000,1212.000000,42408.000000
61548.000000,7032.000000,1189.000000,42453.000000
61496.000000,7027.000000,1220.000000,42407.000000
61529.000000,6735.000000,1205.000000,42413.000000
61488.000000,6755.000000,1189.000000,42407.000000
61484.000000,6997.000000,1151.000000,42412.000000
61516.000000,6971.000000,1135.000000,42407.000000
61492.000000,6995.000000,1152.000000,42403.000000
61496.000000,7011.000000,1120.000000,42405.000000
61507.000000,7015.000000,1099.000000,42396.000000
61506.000000,6979.000000,1097.000000,42395.000000
61492.000000,6977.000000,1080.000000,42372.000000
61481.000000,6988.000000,1057.000000,42404.000000
61467.000000,6723.000000,1032.000000,42376.000000
61486.000000,6972.000000,1051.000000,42408.000000
61465.000000,6701.000000,985.000000,42357.000000
61440.000000,6971.000000,963.000000,42383.000000
61461.000000,6960.000000,939.000000,42368.000000
61440.000000,6939.000000,943.000000,42376.000000
61427.000000,6915.000000,899.000000,42379.000000
61459.000000,6691.000000,920.000000,42331.000000
61451.000000,6649.000000,873.000000,42357.000000
61460.000000,6967.000000,861.000000,42369.000000
61435.000000,6957.000000,823.000000,42351.000000
61434.000000,6931.000000,807.000000,42363.000000
61442.000000,6645.000000,769.000000,42392.000000
61426.000000,6927.000000,758.000000,42380.000000
61441.000000,6940.000000,745.000000,42381.000000
61445.000000,6915.000000,716.000000,42348.000000
61415.000000,6655.000000,702.000000,42371.000000
61419.000000,6916.000000,693.000000,42371.000000
61421.000000,6633.000000,695.000000,42327.000000
61371.000000,6635.000000,681.000000,42341.000000
61371.000000,6636.000000,689.000000,42336.000000
61371.000000,6625.000000,680.000000,42335.000000
61409.000000,6623.000000,680.000000,42327.000000
61331.000000,6619.000000,644.000000,42329.000000
61331.000000,6593.000000,706.000000,42323.000000
61380.000000,6607.000000,686.000000,42315.000000
61341.000000,6609.000000,694.000000,42283.000000
61356.000000,6592.000000,707.000000,42288.000000
61347.000000,6619.000000,707.000000,42327.000000
61359.000000,6560.000000,693.000000,42288.000000
61325.000000,6627.000000,724.000000,42275.000000
61303.000000,6588.000000,772.000000,42288.000000
61303.000000,6571.000000,768.000000,42307.000000
61287.000000,6551.000000,788.000000,42285.000000
61300.000000,6559.000000,823.000000,42264.000000
61267.000000,6556.000000,855.000000,42268.000000
61255.000000,6537.000000,848.000000,42247.000000
61239.000000,6511.000000,941.000000,42249.000000
61207.000000,6499.000000,983.000000,42244.000000
61193.000000,6476.000000,1048.000000,42231.000000
