660nm,730nm,850nm,940nm
21311.000000,4147.000000,2621.000000,46702.000000
21258.000000,4105.000000,2557.000000,46647.000000
21184.000000,4043.000000,2470.000000,46644.000000
21106.000000,3998.000000,2451.000000,46580.000000
21102.000000,3985.000000,2386.000000,46542.000000
21029.000000,3924.000000,2294.000000,46522.000000
20975.000000,3877.000000,2281.000000,46494.000000
20915.000000,3822.000000,2199.000000,46471.000000
20874.000000,3821.000000,2142.000000,46436.000000
20846.000000,3759.000000,2050.000000,46362.000000
20764.000000,3702.000000,2005.000000,46367.000000
20725.000000,3633.000000,1937.000000,46305.000000
20647.000000,3622.000000,1897.000000,46311.000000
20606.000000,3580.000000,1841.000000,46274.000000
20530.000000,3543.000000,1795.000000,46246.000000
20518.000000,3506.000000,1723.000000,46236.000000
20459.000000,3432.000000,1681.000000,46179.000000
20420.000000,3394.000000,1620.000000,46130.000000
20333.000000,3421.000000,1598.000000,46117.000000
20339.000000,3334.000000,1549.000000,46096.000000
20260.000000,3320.000000,1497.000000,46109.000000
20233.000000,3273.000000,1441.000000,46020.000000
20218.000000,3218.000000,1348.000000,46010.000000
20100.000000,3201.000000,1318.000000,45990.000000
20062.000000,3188.000000,1273.000000,45951.000000
20047.000000,3190.000000,1250.000000,45939.000000
20033.000000,3172.000000,1280.000000,45949.000000
20101.000000,3192.000000,1274.000000,45968.000000
20123.000000,3238.000000,1339.000000,46024.000000
20206.000000,3279.000000,1422.000000,46046.000000
20299.000000,3343.000000,1521.000000,46119.000000
20405.000000,3440.000000,1640.000000,46169.000000
20498.000000,3518.000000,1739.000000,46239.000000
20624.000000,3611.000000,1898.000000,46284.000000
20701.000000,3689.000000,1995.000000,46383.000000
20836.000000,3778.000000,2154.000000,46393.000000
20950.000000,3888.000000,2272.000000,46508.000000
21050.000000,3967.000000,2395.000000,46575.000000
21168.000000,4024.000000,2529.000000,46669.000000
21310.000000,4165.000000,2677.000000,46700.000000
21414.000000,4231.000000,2747.000000,46758.000000
21495.000000,4279.000000,2857.000000,46844.000000
21604.000000,4397.000000,3006.000000,46902.000000
21616.000000,4375.000000,2985.000000,46916.000000
21667.000000,4414.000000,3048.000000,46918.000000
21619.000000,4393.000000,2961.000000,46902.000000
21578.000000,4373.000000,2916.000000,46847.000000
21524.000000,4349.000000,2872.000000,46830.000000
21505.000000,4289.000000,2830.000000,46805.000000
21410.000000,4255.000000,2776.000000,46806.000000
21403.000000,4222.000000,2734.000000,46769.000000
21378.000000,4204.000000,2678.000000,46728.000000
21283.000000,4134.000000,2650.000000,46716.000000
21243.000000,4104.000000,2585.000000,46671.000000
21214.000000,4047.000000,2520.000000,46633.000000
21141.000000,4016.000000,2449.000000,46605.000000
21133.000000,3988.000000,2396.000000,46591.000000
21090.000000,3946.000000,2365.000000,46544.000000
20981.000000,3893.000000,2303.000000,46503.000000
20963.000000,3878.000000,2262.000000,46498.000000
20934.000000,3813.000000,2183.000000,46440.000000
20866.000000,3806.000000,2177.000000,46439.000000
20839.000000,3775.000000,2086.000000,46371.000000
20734.000000,3702.000000,1994.000000,46371.000000
20719.000000,3649.000000,1967.000000,46310.000000
20635.000000,3635.000000,1910.000000,46311.000000
20585.000000,3565.000000,1825.000000,46270.000000
20585.000000,3535.000000,1780.000000,46266.000000
20510.000000,3501.000000,1750.000000,46221.000000
20458.000000,3442.000000,1674.000000,46194.000000
20357.000000,3398.000000,1596.000000,46143.000000
20343.000000,3363.000000,1559.000000,46143.000000
20292.000000,3334.000000,1539.000000,46107.000000
20267.000000,3291.000000,1465.000000,46075.000000
20191.000000,3305.000000,1436.000000,46053.000000
20163.000000,3251.000000,1422.000000,46033.000000
20150.000000,3224.000000,1368.000000,45999.000000
20090.000000,3170.000000,1274.000000,45984.000000
20026.000000,3102.000000,1217.000000,45942.000000
19979.000000,3129.000000,1189.000000,45888.000000
19921.000000,3043.000000,1155.000000,45870.000000
19925.000000,3065.000000,1139.000000,45879.000000
19973.000000,3061.000000,1186.000000,45918.000000
20046.000000,3160.000000,1248.000000,45968.000000
20090.000000,3202.000000,1344.000000,46002.000000
20176.000000,3279.000000,1430.000000,46052.000000
20289.000000,3336.000000,1571.000000,46108.000000
20385.000000,3457.000000,1667.000000,46163.000000
20468.000000,3500.000000,1756.000000,46243.000000
20591.000000,3576.000000,1882.000000,46293.000000
20708.000000,3702.000000,2022.000000,46357.000000
20832.000000,3780.000000,2134.000000,46442.000000
20950.000000,3840.000000,2263.000000,46522.000000
21052.000000,3948.000000,2420.000000,46578.000000
21171.000000,4074.000000,2501.000000,46642.000000
21287.000000,4111.000000,2631.000000,46709.000000
21388.000000,4173.000000,2712.000000,46751.000000
21426.000000,4230.000000,2810.000000,46830.000000
21419.000000,4253.000000,2841.000000,46824.000000
21447.000000,4261.000000,2791.000000,46801.000000
21437.000000,4266.000000,2814.000000,46827.000000
21394.000000,4177.000000,2759.000000,46770.000000
21356.000000,4225.000000,2724.000000,46754.000000
21314.000000,4148.000000,2634.000000,46691.000000
21287.000000,4132.000000,2623.000000,46742.000000
21210.000000,4055.000000,2565.000000,46668.000000
21201.000000,4037.000000,2532.000000,46643.000000
21144.000000,4022.000000,2485.000000,46610.000000
21130.000000,3992.000000,2456.000000,46589.000000
21084.000000,4003.000000,2406.000000,46608.000000
21072.000000,3939.000000,2363.000000,46544.000000
20984.000000,3913.000000,2318.000000,46537.000000
20950.000000,3886.000000,2292.000000,46525.000000
20932.000000,3879.000000,2257.000000,46489.000000
20905.000000,3822.000000,2199.000000,46459.000000
20848.000000,3801.000000,2145.000000,46459.000000
20784.000000,3761.000000,2132.000000,46403.000000
20772.000000,3751.000000,2037.000000,46353.000000
20714.000000,3687.000000,1966.000000,46343.000000
20659.000000,3620.000000,1921.000000,46324.000000
20562.000000,3578.000000,1861.000000,46282.000000
20507.000000,3550.000000,1802.000000,46227.000000
20506.000000,3518.000000,1790.000000,46222.000000
20421.000000,3474.000000,1730.000000,46181.000000
20352.000000,3423.000000,1650.000000,46150.000000
20319.000000,3367.000000,1599.000000,46076.000000
20252.000000,3335.000000,1542.000000,46063.000000
20180.000000,3282.000000,1460.000000,46077.000000
20163.000000,3254.000000,1425.000000,46007.000000
20094.000000,3205.000000,1296.000000,46001.000000
20056.000000,3147.000000,1288.000000,45961.000000
19976.000000,3150.000000,1235.000000,45927.000000
19977.000000,3045.000000,1182.000000,45901.000000
19932.000000,3052.000000,1170.000000,45909.000000
20001.000000,3115.000000,1237.000000,45914.000000
20062.000000,3186.000000,1295.000000,45952.000000
20112.000000,3208.000000,1333.000000,45983.000000
20190.000000,3304.000000,1476.000000,46079.000000
20284.000000,3367.000000,1583.000000,46139.000000
20418.000000,3440.000000,1698.000000,46173.000000
20582.000000,3573.000000,1879.000000,46302.000000
20673.000000,3648.000000,2004.000000,46345.000000
20818.000000,3764.000000,2108.000000,46421.000000
20932.000000,3878.000000,2307.000000,46534.000000
21220.000000,4071.000000,2605.000000,46718.000000
21283.000000,4125.000000,2657.000000,46728.000000
21345.000000,4145.000000,2707.000000,46764.000000
21455.000000,4295.000000,2829.000000,46803.000000
21457.000000,4297.000000,2863.000000,46819.000000
21415.000000,4296.000000,2816.000000,46830.000000
21419.000000,4293.000000,2819.000000,46805.000000
21371.000000,4207.000000,2743.000000,46727.000000
21339.000000,4186.000000,2718.000000,46718.000000
21314.000000,4166.000000,2680.000000,46756.000000
21270.000000,4137.000000,2638.000000,46675.000000
21216.000000,4081.000000,2565.000000,46655.000000
21204.000000,4031.000000,2511.000000,46666.000000
21164.000000,4027.000000,2498.000000,46636.000000
21128.000000,4005.000000,2431.000000,46559.000000
21050.000000,3965.000000,2381.000000,46624.000000
21013.000000,3969.000000,2364.000000,46582.000000
20982.000000,3890.000000,2316.000000,46528.000000
20929.000000,3856.000000,2262.000000,46515.000000
20881.000000,3807.000000,2207.000000,46474.000000
20861.000000,3791.000000,2164.000000,46424.000000
20819.000000,3738.000000,2103.000000,46422.000000
20768.000000,3722.000000,2053.000000,46376.000000
20724.000000,3691.000000,2004.000000,46348.000000
20669.000000,3656.000000,1952.000000,46352.000000
20645.000000,3593.000000,1891.000000,46312.000000
20550.000000,3531.000000,1889.000000,46274.000000
20545.000000,3521.000000,1799.000000,46249.000000
20487.000000,3501.000000,1760.000000,46242.000000
20457.000000,3453.000000,1701.000000,46181.000000
20399.000000,3430.000000,1676.000000,46157.000000
20339.000000,3378.000000,1606.000000,46157.000000
20290.000000,3341.000000,1582.000000,46145.000000
20266.000000,3332.000000,1551.000000,46117.000000
20228.000000,3331.000000,1484.000000,46063.000000
20191.000000,3256.000000,1427.000000,46029.000000
20151.000000,3246.000000,1365.000000,46028.000000
20084.000000,3190.000000,1309.000000,45986.000000
20026.000000,3204.000000,1289.000000,45952.000000
20025.000000,3094.000000,1201.000000,45932.000000
19965.000000,3084.000000,1198.000000,45893.000000
19961.000000,3088.000000,1199.000000,45944.000000
19990.000000,3142.000000,1205.000000,45916.000000
20060.000000,3160.000000,1273.000000,45999.000000
20120.000000,3241.000000,1358.000000,46011.000000
20220.000000,3304.000000,1493.000000,46079.000000
20328.000000,3377.000000,1576.000000,46139.000000
20433.000000,3461.000000,1734.000000,46239.000000
20548.000000,3522.000000,1875.000000,46272.000000
20654.000000,3608.000000,1969.000000,46342.000000
20784.000000,3701.000000,2090.000000,46425.000000
20880.000000,3823.000000,2234.000000,46475.000000
21009.000000,3913.000000,2327.000000,46568.000000
21135.000000,4009.000000,2452.000000,46661.000000
21237.000000,4094.000000,2582.000000,46703.000000
21366.000000,4138.000000,2726.000000,46777.000000
21435.000000,4224.000000,2814.000000,46791.000000
21484.000000,4259.000000,2884.000000,46851.000000
21532.000000,4305.000000,2868.000000,46851.000000
21488.000000,4293.000000,2838.000000,46833.000000
21481.000000,4280.000000,2833.000000,46815.000000
