660nm,730nm,850nm,940nm
60268.000000,4627.000000,65411.000000,44683.000000
60232.000000,4635.000000,65362.000000,44619.000000
60236.000000,4614.000000,65376.000000,44642.000000
60226.000000,4592.000000,65357.000000,44636.000000
60201.000000,4570.000000,65337.000000,44625.000000
60185.000000,4612.000000,65309.000000,44616.000000
60194.000000,4605.000000,65282.000000,44619.000000
60164.000000,4547.000000,65307.000000,44603.000000
60166.000000,4554.000000,65282.000000,44596.000000
60152.000000,4548.000000,65251.000000,44594.000000
60156.000000,4560.000000,65238.000000,44588.000000
60147.000000,4593.000000,65275.000000,44596.000000
60149.000000,4543.000000,65223.000000,44579.000000
60142.000000,4526.000000,65212.000000,44564.000000
60156.000000,4562.000000,65226.000000,44593.000000
60172.000000,4573.000000,65212.000000,44585.000000
60170.000000,4576.000000,65197.000000,44607.000000
60184.000000,4571.000000,65185.000000,44610.000000
60180.000000,4543.000000,65173.000000,44611.000000
60219.000000,4601.000000,65131.000000,44646.000000
60231.000000,4642.000000,65159.000000,44651.000000
60253.000000,4634.000000,65121.000000,44646.000000
60272.000000,4640.000000,65114.000000,44664.000000
60280.000000,4667.000000,65109.000000,44665.000000
60334.000000,4665.000000,65104.000000,44689.000000
60299.000000,4703.000000,65064.000000,44702.000000
60349.000000,4701.000000,65052.000000,44729.000000
60363.000000,4729.000000,65001.000000,44735.000000
60379.000000,4759.000000,65018.000000,44732.000000
60411.000000,4771.000000,64973.000000,44752.000000
60451.000000,4798.000000,64974.000000,44772.000000
60491.000000,4803.000000,64978.000000,44798.000000
60499.000000,4820.000000,64944.000000,44796.000000
60527.000000,4878.000000,64904.000000,44808.000000
60511.000000,4891.000000,64925.000000,44811.000000
60546.000000,4929.000000,64892.000000,44839.000000
60597.000000,4932.000000,64878.000000,44855.000000
60603.000000,4955.000000,64851.000000,44885.000000
60619.000000,4995.000000,64813.000000,44900.000000
60666.000000,5020.000000,64860.000000,44895.000000
60690.000000,5034.000000,64853.000000,44933.000000
60742.000000,5061.000000,64874.000000,44945.000000
60757.000000,5120.000000,64852.000000,44965.000000
60780.000000,5143.000000,64846.000000,44966.000000
60809.000000,5153.000000,64835.000000,44976.000000
60810.000000,5178.000000,64850.000000,45040.000000
60831.000000,5205.000000,64857.000000,45023.000000
60888.000000,5204.000000,64850.000000,45029.000000
60880.000000,5220.000000,64872.000000,45035.000000
60869.000000,5250.000000,64883.000000,45050.000000
60889.000000,5221.000000,64913.000000,45015.000000
60881.000000,5242.000000,64913.000000,45031.000000
60851.000000,5233.000000,64918.000000,45042.000000
60879.000000,5232.000000,64965.000000,45045.000000
60904.000000,5231.000000,64974.000000,45028.000000
60877.000000,5210.000000,64987.000000,45060.000000
60877.000000,5217.000000,65023.000000,45048.000000
60873.000000,5230.000000,65070.000000,45036.000000
60864.000000,5213.000000,65092.000000,45022.000000
60888.000000,5222.000000,65133.000000,45037.000000
60881.000000,5228.000000,65139.000000,45035.000000
60866.000000,5255.000000,65164.000000,45045.000000
60894.000000,5221.000000,65206.000000,45046.000000
60891.000000,5219.000000,65237.000000,45026.000000
60892.000000,5227.000000,65269.000000,45041.000000
60845.000000,5238.000000,65294.000000,45018.000000
60870.000000,5198.000000,65314.000000,45012.000000
60844.000000,5201.000000,65363.000000,45007.000000
60851.000000,5194.000000,65400.000000,45025.000000
60854.000000,5200.000000,65381.000000,45026.000000
60851.000000,5180.000000,65440.000000,45022.000000
60841.000000,5181.000000,65459.000000,45007.000000
60833.000000,5197.000000,65495.000000,45019.000000
60839.000000,5194.000000,65509.000000,45036.000000
60840.000000,5193.000000,65515.000000,45005.000000
60811.000000,5166.000000,65495.000000,44975.000000
60807.000000,5175.000000,65491.000000,45006.000000
60833.000000,5163.000000,65506.000000,44986.000000
60812.000000,5169.000000,65468.000000,44982.000000
60830.000000,5153.000000,65479.000000,44990.000000
60797.000000,5141.000000,65473.000000,45010.000000
