660nm,730nm,850nm,940nm
5111.000000,22008.000000,33957.000000,17444.000000
5076.000000,21937.000000,33915.000000,17447.000000
5027.000000,21903.000000,33898.000000,17419.000000
4919.000000,21768.000000,33790.000000,17369.000000
4887.000000,21708.000000,33782.000000,17376.000000
4827.000000,21631.000000,33739.000000,17330.000000
4813.000000,21633.000000,33733.000000,17362.000000
4785.000000,21625.000000,33747.000000,17324.000000
4789.000000,21603.000000,33733.000000,17319.000000
4775.000000,21639.000000,33707.000000,17326.000000
4754.000000,21625.000000,33725.000000,17341.000000
4799.000000,21594.000000,33716.000000,17337.000000
4824.000000,21597.000000,33734.000000,17331.000000
4751.000000,21606.000000,33721.000000,17314.000000
4778.000000,21617.000000,33745.000000,17327.000000
4782.000000,21601.000000,33716.000000,17329.000000
4848.000000,21655.000000,33760.000000,17327.000000
4855.000000,21707.000000,33783.000000,17353.000000
4898.000000,21732.000000,33806.000000,17351.000000
4950.000000,21803.000000,33829.000000,17379.000000
4947.000000,21812.000000,33845.000000,17393.000000
4982.000000,21881.000000,33864.000000,17371.000000
5397.000000,22335.000000,34127.000000,17510.000000
5528.000000,22439.000000,34192.000000,17563.000000
5615.000000,22591.000000,34289.000000,17574.000000
5711.000000,22687.000000,34352.000000,17630.000000
5839.000000,22782.000000,34396.000000,17648.000000
5877.000000,22896.000000,34438.000000,17671.000000
6000.000000,23044.000000,34541.000000,17742.000000
5977.000000,23039.000000,34558.000000,17712.000000
5979.000000,23054.000000,34543.000000,17685.000000
5924.000000,22992.000000,34544.000000,17718.000000
5936.000000,22958.000000,34517.000000,17721.000000
5931.000000,22958.000000,34476.000000,17680.000000
5911.000000,22972.000000,34528.000000,17703.000000
5908.000000,22923.000000,34478.000000,17719.000000
5868.000000,22872.000000,34473.000000,17683.000000
5829.000000,22829.000000,34425.000000,17662.000000
5760.000000,22821.000000,34396.000000,17643.000000
5771.000000,22784.000000,34402.000000,17659.000000
5740.000000,22713.000000,34352.000000,17643.000000
5695.000000,22723.000000,34361.000000,17644.000000
5673.000000,22718.000000,34341.000000,17645.000000
5683.000000,22672.000000,34320.000000,17617.000000
5645.000000,22658.000000,34299.000000,17632.000000
5583.000000,22615.000000,34295.000000,17615.000000
5571.000000,22564.000000,34277.000000,17607.000000
5562.000000,22531.000000,34284.000000,17588.000000
5502.000000,22458.000000,34218.000000,17577.000000
5455.000000,22407.000000,34165.000000,17554.000000
5431.000000,22397.000000,34197.000000,17580.000000
5397.000000,22395.000000,34147.000000,17540.000000
5373.000000,22352.000000,34154.000000,17547.000000
5346.000000,22326.000000,34110.000000,17528.000000
5304.000000,22318.000000,34139.000000,17533.000000
5235.000000,22206.000000,34042.000000,17508.000000
5221.000000,22150.000000,34041.000000,17478.000000
5113.000000,22070.000000,33959.000000,17448.000000
5117.000000,22037.000000,33947.000000,17444.000000
5065.000000,21995.000000,33965.000000,17460.000000
5067.000000,21972.000000,33923.000000,17443.000000
5007.000000,21894.000000,33859.000000,17408.000000
4989.000000,21870.000000,33872.000000,17409.000000
4960.000000,21852.000000,33871.000000,17399.000000
4983.000000,21834.000000,33832.000000,17405.000000
4939.000000,21769.000000,33811.000000,17390.000000
4916.000000,21800.000000,33845.000000,17395.000000
4919.000000,21754.000000,33799.000000,17392.000000
4862.000000,21717.000000,33782.000000,17349.000000
4809.000000,21700.000000,33765.000000,17379.000000
4760.000000,21621.000000,33710.000000,17343.000000
4660.000000,21528.000000,33657.000000,17313.000000
4648.000000,21485.000000,33614.000000,17308.000000
4615.000000,21421.000000,33639.000000,17307.000000
4499.000000,21320.000000,33551.000000,17256.000000
4481.000000,21330.000000,33550.000000,17258.000000
4492.000000,21287.000000,33538.000000,17241.000000
4412.000000,21245.000000,33520.000000,17222.000000
4453.000000,21230.000000,33494.000000,17261.000000
4416.000000,21254.000000,33521.000000,17222.000000
4444.000000,21223.000000,33493.000000,17241.000000
4434.000000,21279.000000,33506.000000,17231.000000
4446.000000,21293.000000,33511.000000,17235.000000
4441.000000,21302.000000,33572.000000,17224.000000
4479.000000,21306.000000,33543.000000,17238.000000
4483.000000,21305.000000,33570.000000,17249.000000
4503.000000,21352.000000,33562.000000,17238.000000
4582.000000,21356.000000,33597.000000,17250.000000
4545.000000,21389.000000,33590.000000,17255.000000
4622.000000,21496.000000,33665.000000,17275.000000
4678.000000,21525.000000,33637.000000,17287.000000
4814.000000,21674.000000,33740.000000,17331.000000
4834.000000,21727.000000,33806.000000,17356.000000
5263.000000,22251.000000,34083.000000,17501.000000
5397.000000,22346.000000,34119.000000,17517.000000
5491.000000,22482.000000,34209.000000,17576.000000
5577.000000,22569.000000,34274.000000,17601.000000
5737.000000,22782.000000,34398.000000,17637.000000
5790.000000,22762.000000,34410.000000,17630.000000
5732.000000,22808.000000,34424.000000,17659.000000
5747.000000,22784.000000,34392.000000,17632.000000
5714.000000,22766.000000,34389.000000,17646.000000
