660nm,730nm,850nm,940nm
9958.000000,17341.000000,8678.000000,44156.000000
9932.000000,17345.000000,8632.000000,44178.000000
9952.000000,17339.000000,8663.000000,44135.000000
9924.000000,17311.000000,8608.000000,44141.000000
9946.000000,17315.000000,8598.000000,44121.000000
9879.000000,17335.000000,8591.000000,44148.000000
9888.000000,17283.000000,8592.000000,44130.000000
9903.000000,17319.000000,8591.000000,44085.000000
9859.000000,17251.000000,8601.000000,44090.000000
9878.000000,17297.000000,8559.000000,44092.000000
9838.000000,17251.000000,8562.000000,44053.000000
9824.000000,17239.000000,8527.000000,44089.000000
9836.000000,17224.000000,8535.000000,44081.000000
9772.000000,17209.000000,8516.000000,44080.000000
9797.000000,17203.000000,8488.000000,44101.000000
9755.000000,17187.000000,8478.000000,44070.000000
9731.000000,17148.000000,8454.000000,44039.000000
9709.000000,17163.000000,8394.000000,44069.000000
9695.000000,17126.000000,8434.000000,44016.000000
9641.000000,17096.000000,8394.000000,44007.000000
9679.000000,17126.000000,8398.000000,44031.000000
9622.000000,17061.000000,8355.000000,43981.000000
9596.000000,17091.000000,8304.000000,43988.000000
9584.000000,17043.000000,8297.000000,43970.000000
9561.000000,17027.000000,8269.000000,43952.000000
9519.000000,17005.000000,8221.000000,43940.000000
9490.000000,16992.000000,8205.000000,43935.000000
9451.000000,16960.000000,8206.000000,43932.000000
9468.000000,16941.000000,8170.000000,43922.000000
9403.000000,16927.000000,8177.000000,43912.000000
9392.000000,16914.000000,8168.000000,43913.000000
9343.000000,16841.000000,8119.000000,43898.000000
9364.000000,16876.000000,8105.000000,43903.000000
9403.000000,16877.000000,8095.000000,43869.000000
9360.000000,16875.000000,8102.000000,43857.000000
9352.000000,16836.000000,8133.000000,43845.000000
9370.000000,16863.000000,8100.000000,43897.000000
9335.000000,16834.000000,8113.000000,43859.000000
9353.000000,16869.000000,8111.000000,43890.000000
9322.000000,16860.000000,8115.000000,43908.000000
9376.000000,16879.000000,8157.000000,43893.000000
9402.000000,16848.000000,8140.000000,43916.000000
9370.000000,16900.000000,8148.000000,43931.000000
9378.000000,16873.000000,8153.000000,43898.000000
9422.000000,16925.000000,8158.000000,43899.000000
9402.000000,16899.000000,8164.000000,43892.000000
9436.000000,16867.000000,8201.000000,43924.000000
9437.000000,16890.000000,8213.000000,43927.000000
