660nm,730nm,850nm,940nm
15404.000000,15272.000000,5357.000000,43582.000000
15395.000000,15224.000000,5334.000000,43591.000000
15371.000000,15220.000000,5321.000000,43577.000000
15403.000000,15235.000000,5339.000000,43555.000000
15389.000000,15221.000000,5343.000000,43573.000000
15352.000000,15204.000000,5305.000000,43524.000000
15368.000000,15217.000000,5298.000000,43547.000000
15354.000000,15191.000000,5320.000000,43544.000000
15341.000000,15205.000000,5294.000000,43525.000000
15363.000000,15185.000000,5287.000000,43532.000000
15361.000000,15211.000000,5268.000000,43530.000000
15343.000000,15169.000000,5232.000000,43519.000000
15327.000000,15141.000000,5245.000000,43499.000000
15304.000000,15159.000000,5249.000000,43513.000000
15296.000000,15155.000000,5248.000000,43515.000000
15324.000000,15149.000000,5239.000000,43481.000000
15254.000000,15157.000000,5231.000000,43534.000000
15281.000000,15169.000000,5244.000000,43496.000000
15239.000000,15115.000000,5247.000000,43509.000000
15260.000000,15137.000000,5216.000000,43489.000000
15316.000000,15145.000000,5184.000000,43487.000000
15270.000000,15141.000000,5193.000000,43492.000000
15235.000000,15137.000000,5182.000000,43491.000000
15245.000000,15111.000000,5189.000000,43485.000000
15273.000000,15131.000000,5159.000000,43449.000000
15227.000000,15140.000000,5162.000000,43484.000000
15251.000000,15355.000000,5177.000000,43488.000000
15231.000000,15339.000000,5154.000000,43467.000000
15263.000000,15107.000000,5147.000000,43488.000000
15219.000000,15068.000000,5144.000000,43457.000000
15197.000000,15079.000000,5157.000000,43463.000000
15227.000000,15084.000000,5141.000000,43451.000000
15211.000000,15331.000000,5119.000000,43399.000000
15199.000000,15067.000000,5178.000000,43472.000000
15255.000000,15312.000000,5087.000000,43428.000000
15185.000000,15047.000000,5131.000000,43428.000000
15179.000000,15044.000000,5072.000000,43408.000000
15167.000000,15313.000000,5076.000000,43448.000000
15144.000000,15061.000000,5099.000000,43391.000000
15124.000000,15052.000000,5088.000000,43411.000000
15153.000000,15304.000000,5093.000000,43413.000000
15131.000000,15288.000000,5074.000000,43420.000000
15152.000000,15053.000000,5053.000000,43447.000000
15135.000000,15009.000000,5054.000000,43359.000000
15107.000000,15291.000000,5026.000000,43407.000000
15087.000000,14980.000000,5076.000000,43421.000000
15111.000000,14983.000000,5021.000000,43389.000000
15037.000000,14999.000000,4980.000000,43384.000000
15051.000000,14971.000000,5015.000000,43377.000000
15061.000000,14971.000000,5051.000000,43401.000000
15058.000000,15007.000000,5065.000000,43368.000000
15024.000000,15245.000000,4979.000000,43389.000000
15015.000000,14986.000000,5036.000000,43395.000000
15033.000000,14956.000000,5000.000000,43385.000000
15015.000000,14934.000000,4970.000000,43379.000000
15038.000000,14959.000000,4976.000000,43369.000000
14993.000000,15195.000000,4962.000000,43325.000000
15005.000000,14946.000000,4955.000000,43347.000000
14954.000000,14899.000000,4960.000000,43351.000000
14980.000000,14923.000000,4971.000000,43356.000000
14993.000000,14927.000000,4959.000000,43347.000000
14965.000000,15141.000000,4924.000000,43309.000000
14943.000000,15155.000000,4899.000000,43319.000000
14959.000000,14908.000000,4893.000000,43312.000000
14914.000000,15148.000000,4928.000000,43325.000000
14901.000000,15164.000000,4892.000000,43331.000000
14913.000000,14868.000000,4896.000000,43312.000000
14890.000000,15123.000000,4875.000000,43331.000000
14898.000000,14853.000000,4879.000000,43317.000000
14864.000000,14841.000000,4842.000000,43301.000000
14876.000000,14848.000000,4814.000000,43301.000000
14897.000000,14819.000000,4827.000000,43259.000000
14850.000000,14815.000000,4839.000000,43281.000000
14821.000000,14817.000000,4762.000000,43241.000000
14835.000000,14797.000000,4808.000000,43225.000000
14807.000000,14809.000000,4780.000000,43221.000000
14783.000000,14777.000000,4805.000000,43255.000000
14783.000000,14773.000000,4765.000000,43209.000000
14741.000000,14779.000000,4756.000000,43258.000000
14791.000000,14777.000000,4752.000000,43246.000000
14750.000000,14773.000000,4736.000000,43206.000000
14772.000000,14763.000000,4742.000000,43229.000000
14719.000000,14767.000000,4715.000000,43223.000000
14740.000000,14749.000000,4731.000000,43212.000000
14743.000000,14743.000000,4715.000000,43186.000000
14719.000000,14736.000000,4683.000000,43182.000000
14677.000000,14695.000000,4691.000000,43185.000000
14677.000000,14688.000000,4652.000000,43182.000000
14643.000000,14653.000000,4673.000000,43167.000000
14667.000000,14695.000000,4632.000000,43142.000000
14633.000000,14668.000000,4658.000000,43178.000000
14667.000000,14657.000000,4600.000000,43180.000000
14611.000000,14647.000000,4615.000000,43125.000000
14633.000000,14633.000000,4609.000000,43130.000000
14619.000000,14636.000000,4565.000000,43148.000000
14601.000000,14631.000000,4575.000000,43144.000000
14561.000000,14623.000000,4573.000000,43112.000000
14607.000000,14599.000000,4578.000000,43125.000000
14551.000000,14607.000000,4531.000000,43120.000000
14490.000000,14604.000000,4570.000000,43116.000000
14549.000000,14591.000000,4530.000000,43103.000000
14473.000000,14611.000000,4531.000000,43124.000000
14500.000000,14567.000000,4523.000000,43112.000000
14499.000000,14617.000000,4494.000000,43053.000000
14507.000000,14573.000000,4508.000000,43110.000000
14505.000000,14570.000000,4503.000000,43076.000000
14474.000000,14543.000000,4482.000000,43048.000000
14457.000000,14549.000000,4491.000000,43093.000000
14460.000000,14527.000000,4492.000000,43074.000000
14436.000000,14504.000000,4433.000000,43060.000000
14472.000000,14509.000000,4440.000000,43045.000000
14410.000000,14523.000000,4439.000000,43032.000000
14391.000000,14479.000000,4403.000000,43018.000000
14417.000000,14481.000000,4411.000000,43062.000000
14424.000000,14502.000000,4423.000000,43072.000000
14393.000000,14523.000000,4415.000000,43029.000000
14394.000000,14506.000000,4424.000000,43055.000000
14364.000000,14497.000000,4427.000000,43055.000000
14379.000000,14480.000000,4419.000000,43007.000000
14365.000000,14492.000000,4417.000000,43033.000000
14397.000000,14511.000000,4383.000000,43025.000000
14391.000000,14499.000000,4410.000000,43014.000000
14387.000000,14489.000000,4373.000000,43047.000000
14390.000000,14471.000000,4404.000000,43009.000000
14346.000000,14487.000000,4392.000000,43001.000000
14408.000000,14483.000000,4349.000000,42996.000000
14394.000000,14484.000000,4380.000000,43022.000000
14362.000000,14468.000000,4388.000000,43010.000000
14356.000000,14469.000000,4395.000000,42991.000000
14351.000000,14455.000000,4407.000000,43010.000000
14361.000000,14454.000000,4361.000000,43025.000000
14361.000000,14487.000000,4399.000000,43045.000000
14349.000000,14477.000000,4401.000000,43011.000000
14352.000000,14482.000000,4376.000000,43004.000000
14332.000000,14432.000000,4371.000000,42991.000000
14335.000000,14463.000000,4355.000000,43008.000000
14329.000000,14412.000000,4342.000000,42987.000000
14332.000000,14463.000000,4341.000000,43009.000000
14271.000000,14423.000000,4301.000000,42981.000000
14268.000000,14399.000000,4308.000000,42966.000000
14291.000000,14406.000000,4296.000000,42967.000000
14253.000000,14409.000000,4271.000000,42935.000000
14242.000000,14405.000000,4291.000000,42961.000000
14210.000000,14360.000000,4268.000000,42933.000000
14208.000000,14352.000000,4235.000000,42933.000000
