660nm,730nm,850nm,940nm
33447.000000,2847.000000,44317.000000,31548.000000
33390.000000,2822.000000,44246.000000,31491.000000
33328.000000,2795.000000,44172.000000,31425.000000
33266.000000,2770.000000,44098.000000,31354.000000
33206.000000,2747.000000,44025.000000,31284.000000
33152.000000,2725.000000,43954.000000,31215.000000
33103.000000,2706.000000,43890.000000,31149.000000
33060.000000,2686.000000,43834.000000,31090.000000
33026.000000,2669.000000,43787.000000,31038.000000
33001.000000,2656.000000,43751.000000,30995.000000
32983.000000,2648.000000,43724.000000,30964.000000
32970.000000,2642.000000,43705.000000,30944.000000
32961.000000,2637.000000,43695.000000,30934.000000
32958.000000,2636.000000,43694.000000,30932.000000
32960.000000,2636.000000,43702.000000,30939.000000
32967.000000,2640.000000,43718.000000,30953.000000
32980.000000,2646.000000,43739.000000,30972.000000
32993.000000,2653.000000,43763.000000,30992.000000
33006.000000,2659.000000,43786.000000,31011.000000
33018.000000,2663.000000,43806.000000,31027.000000
33031.000000,2666.000000,43818.000000,31036.000000
33038.000000,2667.000000,43821.000000,31035.000000
33035.000000,2663.000000,43813.000000,31022.000000
33021.000000,2656.000000,43798.000000,31000.000000
33005.000000,2646.000000,43777.000000,30975.000000
32986.000000,2636.000000,43753.000000,30949.000000
32962.000000,2628.000000,43723.000000,30919.000000
32938.000000,2619.000000,43691.000000,30885.000000
32915.000000,2612.000000,43659.000000,30850.000000
32894.000000,2605.000000,43627.000000,30819.000000
32872.000000,2597.000000,43595.000000,30791.000000
32854.000000,2590.000000,43568.000000,30766.000000
32843.000000,2584.000000,43546.000000,30750.000000
32836.000000,2579.000000,43529.000000,30741.000000
32833.000000,2576.000000,43516.000000,30733.000000
32834.000000,2575.000000,43510.000000,30725.000000
32838.000000,2575.000000,43510.000000,30724.000000
32842.000000,2579.000000,43516.000000,30732.000000
32848.000000,2587.000000,43528.000000,30749.000000
32859.000000,2599.000000,43548.000000,30773.000000
32878.000000,2612.000000,43572.000000,30802.000000
32900.000000,2624.000000,43600.000000,30834.000000
32920.000000,2633.000000,43627.000000,30865.000000
32941.000000,2640.000000,43653.000000,30892.000000
32962.000000,2644.000000,43677.000000,30910.000000
32977.000000,2645.000000,43695.000000,30921.000000
32984.000000,2645.000000,43704.000000,30926.000000
32984.000000,2644.000000,43701.000000,30925.000000
32981.000000,2642.000000,43690.000000,30919.000000
32975.000000,2635.000000,43675.000000,30908.000000
32963.000000,2628.000000,43656.000000,30892.000000
32947.000000,2622.000000,43635.000000,30873.000000
32930.000000,2615.000000,43612.000000,30851.000000
32908.000000,2605.000000,43586.000000,30826.000000
32879.000000,2592.000000,43553.000000,30789.000000
32843.000000,2576.000000,43511.000000,30739.000000
32800.000000,2558.000000,43461.000000,30682.000000
32752.000000,2539.000000,43408.000000,30625.000000
32701.000000,2521.000000,43351.000000,30564.000000
32651.000000,2502.000000,43290.000000,30498.000000
32600.000000,2483.000000,43227.000000,30429.000000
32543.000000,2462.000000,43164.000000,30359.000000
32481.000000,2440.000000,43098.000000,30289.000000
32424.000000,2419.000000,43030.000000,30219.000000
32370.000000,2397.000000,42961.000000,30149.000000
32317.000000,2374.000000,42893.000000,30077.000000
