660nm,730nm,850nm,940nm
8188.000000,14695.000000,5068.000000,42299.000000
8199.000000,14687.000000,5076.000000,42325.000000
8240.000000,14727.000000,5105.000000,42355.000000
8291.000000,14739.000000,5137.000000,42351.000000
8254.000000,14727.000000,5141.000000,42353.000000
8275.000000,14751.000000,5148.000000,42347.000000
8285.000000,14719.000000,5111.000000,42313.000000
8269.000000,14741.000000,5139.000000,42349.000000
8261.000000,14719.000000,5099.000000,42323.000000
8263.000000,14713.000000,5105.000000,42332.000000
8233.000000,14707.000000,5124.000000,42351.000000
8232.000000,14705.000000,5103.000000,42340.000000
8240.000000,14683.000000,5088.000000,42319.000000
8225.000000,14681.000000,5090.000000,42348.000000
8174.000000,14655.000000,5062.000000,42327.000000
8220.000000,14688.000000,5072.000000,42295.000000
8209.000000,14651.000000,5054.000000,42288.000000
8180.000000,14647.000000,5040.000000,42289.000000
8163.000000,14636.000000,5048.000000,42288.000000
8123.000000,14608.000000,5009.000000,42271.000000
8144.000000,14623.000000,4981.000000,42279.000000
8090.000000,14620.000000,5006.000000,42255.000000
8126.000000,14603.000000,4970.000000,42264.000000
8094.000000,14592.000000,4977.000000,42259.000000
8097.000000,14589.000000,4981.000000,42226.000000
8065.000000,14550.000000,4944.000000,42228.000000
8035.000000,14591.000000,4952.000000,42251.000000
8043.000000,14547.000000,4930.000000,42199.000000
8067.000000,14531.000000,4919.000000,42203.000000
8024.000000,14535.000000,4911.000000,42226.000000
8012.000000,14512.000000,4884.000000,42191.000000
8001.000000,14523.000000,4878.000000,42199.000000
8005.000000,14491.000000,4858.000000,42216.000000
7989.000000,14514.000000,4866.000000,42220.000000
7992.000000,14495.000000,4850.000000,42192.000000
8000.000000,14477.000000,4857.000000,42184.000000
7959.000000,14468.000000,4830.000000,42191.000000
7940.000000,14468.000000,4839.000000,42199.000000
7972.000000,14462.000000,4831.000000,42157.000000
7906.000000,14440.000000,4807.000000,42151.000000
7932.000000,14441.000000,4822.000000,42169.000000
7902.000000,14404.000000,4798.000000,42175.000000
7879.000000,14418.000000,4781.000000,42116.000000
7850.000000,14405.000000,4754.000000,42139.000000
7857.000000,14409.000000,4745.000000,42140.000000
7833.000000,14382.000000,4757.000000,42122.000000
7858.000000,14399.000000,4740.000000,42122.000000
7820.000000,14363.000000,4728.000000,42116.000000
7796.000000,14378.000000,4692.000000,42117.000000
7809.000000,14370.000000,4720.000000,42099.000000
7793.000000,14340.000000,4707.000000,42105.000000
7771.000000,14357.000000,4681.000000,42081.000000
7782.000000,14349.000000,4655.000000,42081.000000
7764.000000,14336.000000,4653.000000,42080.000000
7726.000000,14295.000000,4639.000000,42071.000000
7744.000000,14299.000000,4657.000000,42077.000000
7700.000000,14263.000000,4630.000000,42070.000000
7684.000000,14301.000000,4625.000000,42063.000000
7699.000000,14307.000000,4624.000000,42054.000000
7715.000000,14291.000000,4610.000000,42061.000000
7679.000000,14261.000000,4634.000000,42046.000000
7672.000000,14257.000000,4613.000000,42036.000000
7685.000000,14244.000000,4586.000000,42056.000000
7690.000000,14259.000000,4607.000000,42047.000000
7668.000000,14261.000000,4593.000000,42075.000000
7649.000000,14228.000000,4564.000000,42047.000000
7629.000000,14220.000000,4579.000000,42023.000000
7669.000000,14247.000000,4571.000000,42048.000000
7655.000000,14225.000000,4586.000000,42036.000000
7643.000000,14223.000000,4566.000000,42069.000000
7644.000000,14237.000000,4596.000000,42027.000000
7628.000000,14231.000000,4553.000000,42040.000000
7650.000000,14250.000000,4561.000000,42051.000000
7643.000000,14208.000000,4566.000000,42041.000000
7655.000000,14220.000000,4554.000000,42069.000000
7618.000000,14187.000000,4548.000000,42006.000000
7635.000000,14223.000000,4569.000000,42000.000000
7595.000000,14220.000000,4518.000000,42022.000000
7596.000000,14219.000000,4526.000000,42027.000000
7553.000000,14195.000000,4547.000000,42020.000000
7577.000000,14163.000000,4490.000000,41981.000000
7543.000000,14169.000000,4533.000000,42027.000000
7584.000000,14163.000000,4500.000000,41979.000000
7556.000000,14171.000000,4504.000000,42011.000000
7549.000000,14135.000000,4447.000000,41972.000000
7532.000000,14127.000000,4491.000000,41969.000000
7549.000000,14151.000000,4479.000000,41994.000000
7530.000000,14139.000000,4458.000000,41960.000000
7523.000000,14131.000000,4453.000000,41986.000000
7527.000000,14105.000000,4433.000000,41981.000000
7528.000000,14107.000000,4460.000000,41969.000000
7532.000000,14148.000000,4484.000000,41975.000000
7551.000000,14131.000000,4472.000000,41953.000000
7532.000000,14135.000000,4457.000000,41968.000000
7543.000000,14159.000000,4485.000000,41985.000000
7537.000000,14159.000000,4510.000000,41976.000000
7528.000000,14111.000000,4469.000000,41981.000000
7530.000000,14141.000000,4512.000000,41977.000000
7557.000000,14163.000000,4470.000000,41977.000000
7553.000000,14190.000000,4500.000000,41993.000000
7599.000000,14195.000000,4530.000000,42002.000000
7609.000000,14221.000000,4519.000000,42007.000000
7613.000000,14173.000000,4583.000000,42038.000000
7634.000000,14241.000000,4561.000000,42055.000000
7644.000000,14251.000000,4615.000000,42065.000000
7691.000000,14229.000000,4608.000000,42056.000000
7708.000000,14235.000000,4643.000000,42058.000000
7728.000000,14300.000000,4676.000000,42093.000000
7760.000000,14320.000000,4714.000000,42124.000000
7782.000000,14291.000000,4726.000000,42095.000000
7804.000000,14380.000000,4748.000000,42147.000000
7844.000000,14392.000000,4772.000000,42137.000000
7893.000000,14416.000000,4822.000000,42170.000000
7945.000000,14471.000000,4820.000000,42186.000000
7984.000000,14472.000000,4875.000000,42209.000000
8012.000000,14506.000000,4929.000000,42210.000000
8037.000000,14553.000000,4927.000000,42241.000000
8097.000000,14563.000000,4949.000000,42269.000000
8132.000000,14596.000000,5029.000000,42280.000000
8178.000000,14612.000000,5040.000000,42270.000000
8218.000000,14661.000000,5081.000000,42339.000000
8246.000000,14660.000000,5087.000000,42332.000000
8301.000000,14689.000000,5116.000000,42368.000000
8276.000000,14713.000000,5147.000000,42344.000000
8306.000000,14768.000000,5161.000000,42373.000000
8345.000000,14740.000000,5151.000000,42359.000000
8355.000000,14755.000000,5177.000000,42383.000000
8361.000000,14736.000000,5191.000000,42383.000000
8372.000000,14740.000000,5184.000000,42371.000000
8330.000000,14724.000000,5161.000000,42405.000000
8349.000000,14755.000000,5192.000000,42383.000000
8363.000000,14756.000000,5178.000000,42393.000000
8280.000000,14740.000000,5156.000000,42370.000000
8312.000000,14731.000000,5195.000000,42364.000000
8323.000000,14712.000000,5157.000000,42367.000000
8302.000000,14732.000000,5116.000000,42344.000000
8292.000000,14679.000000,5125.000000,42363.000000
8292.000000,14715.000000,5112.000000,42360.000000
8273.000000,14672.000000,5103.000000,42331.000000
8263.000000,14689.000000,5103.000000,42308.000000
8247.000000,14661.000000,5115.000000,42319.000000
8255.000000,14647.000000,5069.000000,42316.000000
8218.000000,14645.000000,5067.000000,42316.000000
8231.000000,14635.000000,5071.000000,42331.000000
8189.000000,14627.000000,5082.000000,42312.000000
8196.000000,14645.000000,5059.000000,42307.000000
8142.000000,14625.000000,5012.000000,42312.000000
8186.000000,14633.000000,5033.000000,42312.000000
8153.000000,14596.000000,5013.000000,42309.000000
8155.000000,14587.000000,4988.000000,42279.000000
8147.000000,14587.000000,5017.000000,42280.000000
8100.000000,14571.000000,4977.000000,42281.000000
8088.000000,14541.000000,4978.000000,42271.000000
8127.000000,14528.000000,4975.000000,42255.000000
8087.000000,14557.000000,4933.000000,42269.000000
8077.000000,14527.000000,4955.000000,42248.000000
8063.000000,14543.000000,4959.000000,42288.000000
8060.000000,14502.000000,4908.000000,42213.000000
8040.000000,14526.000000,4888.000000,42227.000000
8006.000000,14519.000000,4892.000000,42224.000000
7982.000000,14464.000000,4879.000000,42211.000000
7987.000000,14461.000000,4869.000000,42215.000000
7996.000000,14481.000000,4884.000000,42200.000000
7968.000000,14445.000000,4857.000000,42204.000000
7968.000000,14426.000000,4843.000000,42184.000000
7940.000000,14434.000000,4840.000000,42179.000000
7930.000000,14424.000000,4808.000000,42178.000000
7909.000000,14416.000000,4809.000000,42169.000000
7910.000000,14398.000000,4790.000000,42146.000000
7887.000000,14398.000000,4787.000000,42128.000000
7857.000000,14380.000000,4770.000000,42159.000000
7840.000000,14383.000000,4779.000000,42136.000000
7837.000000,14364.000000,4745.000000,42117.000000
7804.000000,14344.000000,4748.000000,42132.000000
7808.000000,14332.000000,4732.000000,42112.000000
7789.000000,14327.000000,4731.000000,42129.000000
7783.000000,14317.000000,4695.000000,42103.000000
7785.000000,14292.000000,4686.000000,42128.000000
7748.000000,14311.000000,4669.000000,42115.000000
