660nm,730nm,850nm,940nm
49210.000000,35941.000000,22442.000000,35112.000000
49152.000000,35885.000000,22366.000000,35035.000000
49071.000000,35807.000000,22266.000000,34943.000000
49005.000000,35750.000000,22188.000000,34888.000000
48965.000000,35726.000000,22139.000000,34868.000000
48910.000000,35689.000000,22071.000000,34814.000000
48831.000000,35630.000000,21985.000000,34730.000000
48778.000000,35598.000000,21930.000000,34687.000000
48766.000000,35601.000000,21910.000000,34682.000000
48756.000000,35597.000000,21885.000000,34652.000000
48746.000000,35593.000000,21867.000000,34617.000000
48791.000000,35641.000000,21915.000000,34656.000000
48893.000000,35737.000000,22021.000000,34766.000000
49006.000000,35830.000000,22144.000000,34882.000000
49138.000000,35937.000000,22304.000000,35022.000000
49336.000000,36112.000000,22547.000000,35251.000000
49586.000000,36336.000000,22849.000000,35542.000000
49840.000000,36557.000000,23156.000000,35824.000000
50103.000000,36783.000000,23479.000000,36115.000000
50411.000000,37052.000000,23850.000000,36476.000000
50739.000000,37336.000000,24238.000000,36872.000000
51032.000000,37586.000000,24595.000000,37230.000000
51302.000000,37821.000000,24937.000000,37570.000000
51586.000000,38075.000000,25291.000000,37931.000000
51859.000000,38315.000000,25625.000000,38266.000000
52078.000000,38499.000000,25902.000000,38523.000000
52263.000000,38652.000000,26148.000000,38743.000000
52452.000000,38815.000000,26394.000000,38980.000000
52618.000000,38955.000000,26605.000000,39193.000000
52726.000000,39038.000000,26749.000000,39341.000000
52807.000000,39101.000000,26860.000000,39470.000000
52895.000000,39176.000000,26970.000000,39614.000000
52958.000000,39227.000000,27044.000000,39715.000000
52967.000000,39223.000000,27055.000000,39737.000000
52958.000000,39204.000000,27045.000000,39742.000000
52959.000000,39201.000000,27044.000000,39763.000000
52930.000000,39172.000000,27012.000000,39735.000000
52849.000000,39093.000000,26932.000000,39644.000000
52758.000000,39009.000000,26846.000000,39554.000000
52685.000000,38947.000000,26772.000000,39474.000000
52596.000000,38871.000000,26675.000000,39356.000000
52477.000000,38767.000000,26544.000000,39202.000000
52369.000000,38679.000000,26430.000000,39082.000000
52291.000000,38624.000000,26346.000000,39006.000000
52204.000000,38561.000000,26253.000000,38912.000000
52096.000000,38474.000000,26139.000000,38790.000000
52005.000000,38406.000000,26043.000000,38699.000000
51943.000000,38367.000000,25974.000000,38640.000000
51871.000000,38314.000000,25892.000000,38559.000000
51786.000000,38244.000000,25797.000000,38469.000000
51727.000000,38197.000000,25729.000000,38418.000000
51692.000000,38172.000000,25678.000000,38386.000000
51641.000000,38121.000000,25605.000000,38321.000000
51576.000000,38054.000000,25519.000000,38240.000000
51538.000000,38019.000000,25465.000000,38198.000000
51523.000000,38007.000000,25429.000000,38172.000000
51486.000000,37971.000000,25369.000000,38100.000000
51442.000000,37923.000000,25299.000000,38014.000000
51439.000000,37913.000000,25268.000000,37986.000000
51464.000000,37928.000000,25264.000000,37997.000000
51470.000000,37924.000000,25247.000000,37991.000000
51469.000000,37917.000000,25232.000000,37989.000000
51502.000000,37944.000000,25256.000000,38036.000000
51554.000000,37988.000000,25296.000000,38098.000000
51582.000000,38007.000000,25312.000000,38125.000000
51605.000000,38020.000000,25328.000000,38149.000000
51662.000000,38068.000000,25379.000000,38216.000000
51724.000000,38121.000000,25434.000000,38279.000000
51754.000000,38144.000000,25460.000000,38296.000000
51783.000000,38165.000000,25493.000000,38313.000000
51845.000000,38223.000000,25568.000000,38372.000000
51913.000000,38286.000000,25652.000000,38440.000000
51957.000000,38320.000000,25709.000000,38476.000000
52001.000000,38356.000000,25772.000000,38516.000000
52077.000000,38428.000000,25872.000000,38604.000000
52151.000000,38497.000000,25970.000000,38696.000000
52191.000000,38532.000000,26035.000000,38754.000000
52230.000000,38570.000000,26099.000000,38828.000000
52293.000000,38635.000000,26186.000000,38942.000000
52338.000000,38680.000000,26253.000000,39020.000000
52335.000000,38680.000000,26275.000000,39024.000000
52325.000000,38676.000000,26292.000000,39015.000000
52336.000000,38692.000000,26320.000000,39016.000000
52332.000000,38686.000000,26319.000000,38979.000000
