660nm,730nm,850nm,940nm
15788.000000,37147.000000,42846.000000,17525.000000
15849.000000,37150.000000,42875.000000,17512.000000
15851.000000,37176.000000,42846.000000,17508.000000
15789.000000,37180.000000,42870.000000,17506.000000
15837.000000,37216.000000,42913.000000,17510.000000
15865.000000,37253.000000,42907.000000,17497.000000
15892.000000,37226.000000,42926.000000,17524.000000
15897.000000,37251.000000,42945.000000,17520.000000
15928.000000,37262.000000,42928.000000,17549.000000
15946.000000,37302.000000,42939.000000,17541.000000
15960.000000,37323.000000,42971.000000,17539.000000
15933.000000,37369.000000,42964.000000,17537.000000
15953.000000,37373.000000,42983.000000,17536.000000
15999.000000,37405.000000,43009.000000,17520.000000
16039.000000,37411.000000,43019.000000,17579.000000
16076.000000,37448.000000,43016.000000,17550.000000
16075.000000,37475.000000,43029.000000,17582.000000
16126.000000,37490.000000,43032.000000,17552.000000
16099.000000,37539.000000,43036.000000,17551.000000
16142.000000,37528.000000,43086.000000,17568.000000
16148.000000,37529.000000,43108.000000,17548.000000
16187.000000,37546.000000,43078.000000,17578.000000
16217.000000,37588.000000,43108.000000,17584.000000
16251.000000,37607.000000,43107.000000,17558.000000
16236.000000,37686.000000,43146.000000,17584.000000
16255.000000,37678.000000,43160.000000,17599.000000
16258.000000,37708.000000,43169.000000,17593.000000
16275.000000,37724.000000,43204.000000,17603.000000
16332.000000,37722.000000,43187.000000,17585.000000
16347.000000,37743.000000,43196.000000,17629.000000
16389.000000,37753.000000,43206.000000,17617.000000
16330.000000,37746.000000,43220.000000,17611.000000
16353.000000,37792.000000,43212.000000,17616.000000
16352.000000,37769.000000,43214.000000,17624.000000
16330.000000,37792.000000,43233.000000,17589.000000
16336.000000,37791.000000,43224.000000,17591.000000
16350.000000,37732.000000,43198.000000,17601.000000
16342.000000,37754.000000,43210.000000,17609.000000
16322.000000,37748.000000,43197.000000,17620.000000
16315.000000,37740.000000,43215.000000,17617.000000
16290.000000,37746.000000,43225.000000,17582.000000
16292.000000,37740.000000,43197.000000,17613.000000
16283.000000,37715.000000,43199.000000,17598.000000
16301.000000,37685.000000,43189.000000,17586.000000
16283.000000,37719.000000,43154.000000,17593.000000
16284.000000,37692.000000,43178.000000,17593.000000
16280.000000,37682.000000,43144.000000,17602.000000
16278.000000,37688.000000,43154.000000,17609.000000
16254.000000,37687.000000,43159.000000,17610.000000
16272.000000,37649.000000,43162.000000,17594.000000
16266.000000,37674.000000,43163.000000,17600.000000
16262.000000,37678.000000,43167.000000,17580.000000
16241.000000,37674.000000,43131.000000,17597.000000
16224.000000,37670.000000,43153.000000,17600.000000
16210.000000,37651.000000,43165.000000,17588.000000
16248.000000,37624.000000,43135.000000,17582.000000
16242.000000,37643.000000,43126.000000,17577.000000
16228.000000,37636.000000,43140.000000,17585.000000
16249.000000,37639.000000,43144.000000,17572.000000
16185.000000,37639.000000,43148.000000,17573.000000
16196.000000,37659.000000,43151.000000,17588.000000
16197.000000,37633.000000,43149.000000,17579.000000
16230.000000,37630.000000,43156.000000,17585.000000
16226.000000,37619.000000,43123.000000,17583.000000
16230.000000,37614.000000,43121.000000,17607.000000
16215.000000,37613.000000,43135.000000,17570.000000
16210.000000,37641.000000,43142.000000,17571.000000
16175.000000,37614.000000,43125.000000,17579.000000
16181.000000,37588.000000,43147.000000,17590.000000
16218.000000,37563.000000,43143.000000,17571.000000
16187.000000,37628.000000,43118.000000,17559.000000
16164.000000,37592.000000,43103.000000,17578.000000
16184.000000,37575.000000,43124.000000,17580.000000
16177.000000,37578.000000,43130.000000,17587.000000
16164.000000,37539.000000,43154.000000,17581.000000
16195.000000,37580.000000,43114.000000,17577.000000
16190.000000,37565.000000,43127.000000,17606.000000
16180.000000,37575.000000,43107.000000,17575.000000
16183.000000,37589.000000,43111.000000,17580.000000
16156.000000,37604.000000,43132.000000,17581.000000
16132.000000,37576.000000,43129.000000,17583.000000
16146.000000,37570.000000,43125.000000,17562.000000
16178.000000,37560.000000,43108.000000,17569.000000
16208.000000,37542.000000,43136.000000,17569.000000
16175.000000,37522.000000,43104.000000,17566.000000
16154.000000,37558.000000,43119.000000,17561.000000
16134.000000,37580.000000,43092.000000,17597.000000
16154.000000,37565.000000,43104.000000,17591.000000
16118.000000,37561.000000,43101.000000,17585.000000
16130.000000,37563.000000,43131.000000,17576.000000
16157.000000,37551.000000,43134.000000,17587.000000
16189.000000,37538.000000,43119.000000,17601.000000
16181.000000,37522.000000,43109.000000,17572.000000
16144.000000,37530.000000,43120.000000,17573.000000
16131.000000,37563.000000,43109.000000,17578.000000
16122.000000,37569.000000,43129.000000,17585.000000
16135.000000,37512.000000,43094.000000,17580.000000
16128.000000,37529.000000,43135.000000,17579.000000
16166.000000,37512.000000,43147.000000,17575.000000
16133.000000,37499.000000,43108.000000,17575.000000
16149.000000,37501.000000,43099.000000,17549.000000
16120.000000,37530.000000,43102.000000,17574.000000
16095.000000,37565.000000,43112.000000,17569.000000
16128.000000,37494.000000,43117.000000,17578.000000
16107.000000,37521.000000,43124.000000,17562.000000
16122.000000,37513.000000,43135.000000,17569.000000
16100.000000,37467.000000,43108.000000,17564.000000
16130.000000,37501.000000,43099.000000,17575.000000
16155.000000,37503.000000,43094.000000,17550.000000
16130.000000,37515.000000,43106.000000,17578.000000
16104.000000,37503.000000,43105.000000,17580.000000
16135.000000,37523.000000,43108.000000,17595.000000
16099.000000,37508.000000,43142.000000,17563.000000
16145.000000,37475.000000,43116.000000,17565.000000
16159.000000,37458.000000,43141.000000,17585.000000
16116.000000,37479.000000,43115.000000,17585.000000
16151.000000,37494.000000,43084.000000,17569.000000
16134.000000,37491.000000,43119.000000,17550.000000
16117.000000,37494.000000,43106.000000,17554.000000
16127.000000,37516.000000,43144.000000,17560.000000
16147.000000,37503.000000,43106.000000,17575.000000
16137.000000,37479.000000,43094.000000,17568.000000
16154.000000,37462.000000,43120.000000,17579.000000
16134.000000,37503.000000,43115.000000,17570.000000
16126.000000,37492.000000,43104.000000,17568.000000
16091.000000,37486.000000,43114.000000,17602.000000
16099.000000,37512.000000,43141.000000,17573.000000
16113.000000,37495.000000,43136.000000,17579.000000
16137.000000,37495.000000,43104.000000,17594.000000
16171.000000,37475.000000,43091.000000,17576.000000
